id,results_page,page_name,full_link,company,co_hq_city,co_hq_state,co_hq_zip,labor_area,notice_date,num_employees_affected,other_notes
325,page006.html,id=325,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=325,Sodexo  ,Phoenix  ,AZ,85034  ,5  ,2019-01-18,49,
324,page006.html,id=324,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=324,Invitation Homes  ,Scottsdale  ,AZ,85255  ,7  ,2019-01-16,51,no bumping rights
322,page006.html,id=322,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=322,Safeway #1985  ,Tucson  ,AZ,85742  ,6  ,2019-01-04,62,
323,page006.html,id=323,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=323,Kmart #04996  ,Hoffman Estates  ,IL,60192  ,6  ,2018-12-27,67,
321,page006.html,id=321,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=321,Turn-Key Solutions  ,Glendale  ,AZ,85306  ,7  ,2018-11-20,163,
320,page006.html,id=320,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=320,Ulta Beauty  ,Phoenix  ,AZ,85043  ,5  ,2018-11-13,196,
317,page006.html,id=317,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=317,Southwest Key Programs Inc.  ,Austin  ,TX,78721  ,7  ,2018-10-31,100,"Two location being closed (Youngtown and Phoenix)"
318,page006.html,id=318,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=318,Southwest Key Programs Inc.  ,Austin  ,TX,78721  ,5  ,2018-10-31,100,"Two location being closed (Youngtown and Phoenix)"
316,page006.html,id=316,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=316,Sears Tempe Call Center  ,Tempe  ,AZ,85284  ,7  ,2018-10-01,85,
315,page006.html,id=315,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=315,Gannett Satellite Information Network  ,Phoenix  ,AZ,85004  ,5  ,2018-09-26,72,
312,page006.html,id=312,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=312,G/O Digital  ,Phoenix  ,AZ,85004  ,5  ,2018-09-20,89,
310,page006.html,id=310,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=310,GenRx Phamacy  ,Scottsdale  ,AZ,85255  ,7  ,2018-09-19,123,
311,page006.html,id=311,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=311,Essity North America LLC  ,Bellemont  ,AZ,86015  ,10  ,2018-09-18,116,88 employees are represented by the union.
308,page006.html,id=308,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=308,Abrazo Scottsdale Campus  ,Phoenix  ,AZ,85032  ,5  ,2018-07-13,49,
306,page006.html,id=306,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=306,Marvell Semiconductors Inc.  ,Chandler  ,AZ,85286  ,7  ,2018-07-09,2,
307,page006.html,id=307,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=307,C & W Services  ,Dallas  ,TX,75254  ,5  ,2018-07-03,51,
313,page007.html,id=313,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=313,Dream Center Education Holdings  ,Phoenix  ,AZ,85201  ,5  ,2018-06-29,162,
303,page007.html,id=303,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=303,Albertsons Store 959  ,Tucson  ,AZ,85710  ,6  ,2018-06-18,54,
304,page007.html,id=304,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=304,Safeway 1636  ,Glendale  ,AZ,85306  ,7  ,2018-06-18,61,
305,page007.html,id=305,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=305,Safeway 1202  ,Phoenix  ,AZ,85022  ,5  ,2018-06-18,55,One of three WARN notices received today
301,page007.html,id=301,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=301,AT&T  ,Phoenix  ,AZ,85044  ,5  ,2018-06-14,85,
302,page007.html,id=302,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=302,Interagency Council  ,Lake havasu City  ,AZ,86403  ,11  ,2018-06-13,15,
300,page007.html,id=300,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=300,Hawrhorne Gardening  ,Chandler  ,AZ,85226  ,7  ,2018-06-06,76,"Three locations closing: 6858 W. Chicago, 6975 W. Frye Road, and 600 S. 56th Street in Chandler."
298,page007.html,id=298,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=298,TSI corporation  ,Las Vegas  ,NV,89106  ,7  ,2018-05-29,110,only effecting one corporate employee in Arizona
299,page007.html,id=299,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=299,UBER  ,Tempe  ,AZ,85281  ,7  ,2018-05-29,296,Staff receiving 60 days of severance pay and benefits through 7/31/18
297,page007.html,id=297,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=297,Direct Energy  ,Houston  ,TX,77046  ,7  ,2018-04-30,195,
296,page007.html,id=296,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=296,Schletter Inc.  ,Shelby  ,NC,28150  ,6  ,2018-04-25,16,
294,page007.html,id=294,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=294,Marriott  ,Phoenix  ,AZ,85004  ,5  ,2018-04-03,414,
293,page007.html,id=293,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=293,Rockwell Collins  ,Tucson  ,AZ,85710  ,6  ,2018-03-26,413,
292,page007.html,id=292,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=292,Boyd Coffee Company  ,Tempe  ,AZ,85282  ,7  ,2018-03-22,4,
291,page007.html,id=291,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=291,Western Refining  ,San Antonio  ,TX,78259  ,7  ,2018-02-28,32,Received update notice on 10/30/18 dated 10/22/18.
295,page007.html,id=295,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=295,"ACS, LLC  ",Yuma  ,AZ,85365  ,9  ,2018-02-21,60,
285,page007.html,id=285,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=285,Sams Club  ,Chandler  ,AZ,85225  ,7  ,2018-01-11,150,
286,page007.html,id=286,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=286,Sams Club  ,Casa Grande  ,AZ,85122  ,2  ,2018-01-11,152,
287,page007.html,id=287,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=287,Sams Club  ,Prescott Valley  ,AZ,86314  ,12  ,2018-01-11,137,
288,page007.html,id=288,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=288,Sams Club  ,Scottsdale  ,AZ,85251  ,7  ,2018-01-11,129,
284,page007.html,id=284,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=284,Albertsons  ,Phoenix  ,AZ,85028  ,5  ,2018-01-05,76,
283,page007.html,id=283,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=283,Marriott  ,Bethesda  ,MD,20817  ,7  ,2017-11-29,20,
280,page007.html,id=280,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=280,Unitedhealth Group  ,Phoenix  ,AZ,85021  ,5  ,2017-11-02,381,
281,page007.html,id=281,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=281,Xchange Leasing LLC (XCL)  ,Phoenix  ,AZ,85012  ,5  ,2017-10-31,228,
279,page007.html,id=279,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=279,Rockwell collins  ,Tucson  ,AZ,85710  ,6  ,2017-10-19,28,
276,page008.html,id=276,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=276,Suddenlink Communications  ,Lake Havasu  ,AZ,86403  ,11  ,2017-08-03,50,
275,page008.html,id=275,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=275,"SCA Tissue NA, LLC  ",Flagstaff  ,AZ,86001  ,10  ,2017-06-08,78,
274,page008.html,id=274,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=274,Kellogg's  ,Battle Creek  ,MI,49016  ,5  ,2017-05-26,180,
273,page008.html,id=273,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=273,"Royal Remanufacturing, LLC  ",St. Louis  ,MO,63124  ,7  ,2017-04-25,52,
272,page008.html,id=272,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=272,Da Vita Rx  ,Coppell  ,TX,75019  ,7  ,2017-04-19,83,
268,page008.html,id=268,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=268,Manpower Group  ,Milwaukee  ,WI,53212  ,7  ,2017-03-17,53,
264,page008.html,id=264,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=264,Whole Foods  ,Phoenix  ,AZ,85028  ,5  ,2017-02-10,55,
263,page008.html,id=263,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=263,Zenefits  ,San Francisco  ,CA,94107  ,7  ,2017-02-09,165,
260,page008.html,id=260,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=260,Albertson Company #1026  ,Surprise  ,AZ,85374  ,7  ,2017-01-06,77,
262,page008.html,id=262,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=262,Albertson Company #969  ,Scottsdale  ,AZ,85260  ,7  ,2017-01-06,77,
259,page008.html,id=259,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=259,OTG Management Tucson LLC  ,Tucson  ,AZ,85756  ,6  ,2016-12-27,107,
256,page008.html,id=256,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=256,Marriott/Starwood Scottsdale Office  ,Scottsdale  ,AZ,85254  ,7  ,2016-11-29,76,
252,page008.html,id=252,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=252,AT&T  ,Phx  ,AZ,85027  ,5  ,2016-11-29,50,
253,page008.html,id=253,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=253,GO Digital  ,Phx  ,AZ,85004  ,5  ,2016-11-17,153,
255,page008.html,id=255,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=255,"Hanjin Shipping America, LLC  ",Chandler  ,AZ,85224  ,7  ,2016-10-12,181,
254,page008.html,id=254,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=254,Theranos  ,scottsdale  ,AZ,85257  ,7  ,2016-10-06,194,
251,page008.html,id=251,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=251,Theranos  ,Palo Alto  ,CA,94304  ,7  ,2016-10-06,194,
250,page008.html,id=250,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=250,RICOH USA Inc.  ,Malvem  ,PA,19355  ,7  ,2016-09-01,68,
247,page008.html,id=247,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=247,ARRIS Group Inc.  ,Suwanee  ,GA,30024  ,5  ,2016-08-24,20,
248,page008.html,id=248,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=248,ARRIS Group Inc.  ,Suwanee  ,GA,30024  ,7  ,2016-08-24,139,
249,page008.html,id=249,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=249,ARRIS Group Inc.  ,Suwanee  ,GA,30024  ,7  ,2016-08-24,36,
246,page008.html,id=246,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=246,ManpowerGroup  ,Milwaukee  ,WI,53212  ,7  ,2016-08-04,59,
245,page008.html,id=245,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=245,Select Medical Corporation  ,Mechanicsburg  ,PA,17055  ,7  ,2016-08-03,90,
243,page008.html,id=243,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=243,"Advantage Logistics Southwest, Inc.  ",Phoenix  ,AZ,85043  ,7  ,2016-06-06,507,
244,page008.html,id=244,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=244,ABB Inc.  ,Phoenix  ,AZ,85034  ,5  ,2016-05-31,89,
242,page009.html,id=242,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=242,DataSphere Technologies  ,Bellevue  ,AZ,98008  ,7  ,2016-05-30,84,
236,page009.html,id=236,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=236,"ACS, LLC  ",Yuma  ,AZ,85365  ,9  ,2016-05-04,25,
237,page009.html,id=237,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=237,"ACS, LLC  ",Yuma  ,AZ,85365  ,9  ,2016-05-04,25,
239,page009.html,id=239,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=239,ZMC  ,Scottsdale  ,AZ,85258  ,7  ,2016-05-02,15,
234,page009.html,id=234,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=234,Intel Corporation  ,Santa Clara  ,CA,95054  ,7  ,2016-04-25,248,
235,page009.html,id=235,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=235,Intel Corporation  ,Santa Clara  ,CA,95054  ,7  ,2016-04-25,312,
238,page009.html,id=238,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=238,GENCO  ,Pittsburgh  ,PA,15238  ,7  ,2016-03-29,73,
240,page009.html,id=240,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=240,livingsocial  ,Washington  ,DC,20005  ,6  ,2016-03-16,122,
232,page009.html,id=232,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=232,ASARCO Grupo Mexico  ,Tucson  ,AZ,85711  ,2002  ,2016-02-11,162,
233,page009.html,id=233,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=233,Aeroturbine  ,Miramar  ,FL,33027  ,7  ,2016-01-27,61,
226,page009.html,id=226,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=226,"Golden EagleDistributors, Inc.  ",Tucson  ,AZ,27506  ,6  ,2016-01-11,229,
227,page009.html,id=227,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=227,"Golden EagleDistributors, Inc.  ",Tucson  ,AZ,27506  ,2  ,2016-01-11,51,
228,page009.html,id=228,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=228,"Golden EagleDistributors, Inc.  ",Tucson  ,AZ,27506  ,7  ,2016-01-11,47,
229,page009.html,id=229,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=229,"Golden EagleDistributors, Inc.  ",Tucson  ,AZ,27506  ,10  ,2016-01-11,50,
230,page009.html,id=230,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=230,"Golden EagleDistributors, Inc.  ",Tucson  ,AZ,27506  ,14  ,2016-01-11,16,
231,page009.html,id=231,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=231,"Golden EagleDistributors, Inc.  ",Tucson  ,AZ,27506  ,7  ,2016-01-11,31,
241,page009.html,id=241,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=241,Vitron manufacturing solutions  ,Phoenix  ,AZ,85053  ,5  ,2016-01-06,87,
225,page009.html,id=225,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=225,"Philidor Rx Services, LLC  ",Hatboro  ,PA,19040  ,5  ,2016-01-05,264,
224,page009.html,id=224,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=224,"DAL Global Services, LLC  ",Atlanta  ,GA,303206001  ,5  ,2015-11-16,162,
222,page009.html,id=222,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=222,Management & Training Corporation  ,Centerville  ,UT,84014  ,11  ,2015-10-28,467,
223,page009.html,id=223,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=223,Walter Investment Managment Corp  ,Jacksonville  ,AZ,32202  ,7  ,2015-10-28,96,
220,page009.html,id=220,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=220,Freeport-McMoRan Sierrita Inc.  ,Phoenix  ,AZ,85004  ,6  ,2015-10-22,580,
221,page009.html,id=221,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=221,"Marvell Semiconductor, Inc.  ",Santa Clara  ,CA,94054  ,7  ,2015-10-16,29,
219,page009.html,id=219,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=219,Freeport-McMoRan  ,Phoenix  ,AZ,85004  ,14  ,2015-08-27,170,
215,page009.html,id=215,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=215,ATSCO Remanufacturing Inc.  ,Daphne  ,AL,36526  ,5  ,2015-08-26,155,
216,page010.html,id=216,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=216,ASARCO Grupo Mexico  ,Tucson  ,AZ,85711  ,14  ,2015-08-21,170,
217,page010.html,id=217,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=217,Littler Employment & labor Solutiions Worldwide  ,Atlanta  ,GA,30326  ,7  ,2015-08-14,84,
218,page010.html,id=218,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=218,"Beck, Chaet, Bamberger,& Polsky, S.C.  ",Milwaukee  ,WI,53202  ,5  ,2015-08-14,22,
209,page010.html,id=209,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=209,"Haggen, Inc.  ",Irvine  ,CA,92618  ,6  ,2015-08-14,51,
211,page010.html,id=211,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=211,"Haggen, Inc.  ",Irvine  ,CA,92618  ,6  ,2015-08-14,35,
212,page010.html,id=212,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=212,"Haggen, Inc.  ",Irvine  ,CA,92618  ,7  ,2015-08-14,45,
213,page010.html,id=213,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=213,"Haggen, Inc.  ",Irvine  ,CA,92618  ,10  ,2015-08-14,44,
214,page010.html,id=214,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=214,"Haggen, Inc.  ",Irvine  ,CA,92618  ,12  ,2015-08-14,51,
205,page010.html,id=205,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=205,Atkore International  ,Harvey  ,IL,60426  ,5  ,2015-08-06,60,
208,page010.html,id=208,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=208,Calvery Staffing  ,Phoenix  ,AZ,95040  ,5  ,2015-08-04,411,
203,page010.html,id=203,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=203,"Ameron International, Inc.  ",Phoenix  ,AZ,85034  ,5  ,2015-07-31,82,
202,page010.html,id=202,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=202,Quality Care Network  ,Phoenix  ,AZ,85034  ,5  ,2015-07-28,107,
204,page010.html,id=204,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=204,Community Partners Inc  ,Tucson  ,AZ,85711  ,6  ,2015-07-27,93,
201,page010.html,id=201,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=201,Staples  ,Framingham  ,MA,07102  ,7  ,2015-06-26,60,
186,page010.html,id=186,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=186,"Marriott International, Inc.  ",Bethesda  ,MD,20817  ,5  ,2015-05-18,197,
184,page010.html,id=184,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=184,Safeway  ,Phoenix  ,AZ,85072  ,2  ,2015-05-04,44,
185,page010.html,id=185,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=185,Safeway  ,Phoenix  ,AZ,85072  ,7  ,2015-05-04,50,
190,page010.html,id=190,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=190,Life Care Centers of America  ,Cleveland  ,TN,37320  ,7  ,2015-04-30,147,
191,page010.html,id=191,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=191,Life Care Centers of America  ,Cleveland  ,TN,37320  ,6  ,2015-04-30,156,
192,page010.html,id=192,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=192,Life Care Centers of America  ,Cleveland  ,TN,37320  ,6  ,2015-04-30,157,
193,page010.html,id=193,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=193,Life Care Centers of America  ,Cleveland  ,TN,37320  ,12  ,2015-04-30,136,
194,page010.html,id=194,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=194,Life Care Centers of America  ,Cleveland  ,TN,37320  ,7  ,2015-04-30,60,
195,page010.html,id=195,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=195,Life Care Centers of America  ,Cleveland  ,TN,37320  ,7  ,2015-04-30,133,
196,page010.html,id=196,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=196,Life Care Centers of America  ,Cleveland  ,TN,37320  ,5  ,2015-04-30,144,
197,page010.html,id=197,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=197,Life Care Centers of America  ,Cleveland  ,TN,37320  ,7  ,2015-04-30,65,
198,page011.html,id=198,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=198,Life Care Centers of America  ,Cleveland  ,TN,37320  ,7  ,2015-04-30,31,
199,page011.html,id=199,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=199,Life Care Centers of America  ,Cleveland  ,TN,37320  ,12  ,2015-04-30,95,
200,page011.html,id=200,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=200,Life Care Centers of America  ,Cleveland  ,TN,37320  ,6  ,2015-04-30,102,
182,page011.html,id=182,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=182,"Prospect Enterprises, Inc.  ",Los Angeles  ,CA,90021  ,5  ,2015-04-27,13,
183,page011.html,id=183,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=183,Zenith Education Group  ,Tampa  ,FL,33610  ,7  ,2015-04-27,213,
181,page011.html,id=181,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=181,Captial Group Companies Global  ,Scottsdale  ,AZ,85254  ,7  ,2015-04-22,173,
187,page011.html,id=187,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=187,"Philosophy, Inc.  ",Phoenix  ,AZ,85034  ,5  ,2015-04-17,145,
188,page011.html,id=188,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=188,"Philosophy, Inc.  ",Phoenix  ,AZ,85034  ,5  ,2015-04-17,60,
177,page011.html,id=177,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=177,Todds (Div of H.J. Heinz Co. L.P.  ,Phoenix  ,AZ,85043  ,5  ,2015-04-01,82,
178,page011.html,id=178,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=178,United Recovery systems  ,Houston  ,TX,77072  ,7  ,2015-03-31,99,
179,page011.html,id=179,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=179,"Enterprise Recovery Ststems, Inc  ",Oak Brook  ,IL,60523  ,7  ,2015-03-31,132,
176,page011.html,id=176,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=176,"Transworld Systems, Inc (TSI)  ",Phoenix  ,AZ,85027  ,5  ,2015-03-26,62,
180,page011.html,id=180,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=180,Intercontinental Exchange NYSE  ,Chicago  ,IL,60606  ,5  ,2015-03-23,56,
175,page011.html,id=175,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=175,Arizona Grand Senior Living Community  ,Phoenix  ,AZ,85016  ,5  ,2014-12-30,92,
174,page011.html,id=174,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=174,Mineral Park Inc.  ,Golden Valley  ,AZ,86413  ,11  ,2014-12-29,383,
173,page011.html,id=173,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=173,Margaritaville  ,Orlando  ,FL,32819  ,7  ,2014-11-12,55,
171,page011.html,id=171,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=171,"Benchmark Electronics Phoenix, Inc.  ",Phoenix  ,AZ,85023  ,5  ,2014-10-30,140,
172,page011.html,id=172,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=172,Xanterra L.L.C.  ,Grand Canyon  ,AZ,86023  ,10  ,2014-10-29,978,
168,page011.html,id=168,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=168,Walgreen Co.  ,Flagstaff  ,AZ,86004  ,10  ,2014-10-20,348,
167,page011.html,id=167,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=167,GT Advanced Technologies  ,Mesa  ,AZ,85212  ,7  ,2014-10-16,727,
169,page011.html,id=169,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=169,Kmart Corporation  ,Hoffman Estates  ,IL,80179  ,5  ,2014-10-15,109,
170,page011.html,id=170,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=170,Thunderbird School of Global Management  ,Glendale  ,AZ,85306  ,5  ,2014-10-09,212,
166,page011.html,id=166,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=166,Primary Financial Services  ,Phoenix  ,AZ,85013  ,5  ,2014-10-06,122,
165,page011.html,id=165,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=165,"Marcolin USA, Inc  ",Somerville  ,NJ,08876  ,7  ,2014-09-30,105,
164,page011.html,id=164,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=164,Rural Metro  ,Scottsdale  ,AZ,85258  ,7  ,2014-08-27,255,
163,page012.html,id=163,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=163,"NewStar Fresh Foods, LLC  ",Salinas  ,CA,93901  ,9  ,2014-08-15,41,
160,page012.html,id=160,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=160,Arizona Neurological Institute  ,Sun City  ,AZ,85351  ,7  ,2014-08-01,110,
158,page012.html,id=158,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=158,Sodexo  ,Gilbert  ,AZ,85295  ,7  ,2014-07-30,58,
162,page012.html,id=162,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=162,Anthem Education  ,Fort Lauderdale  ,FL,33334  ,5  ,2014-07-15,21,
159,page012.html,id=159,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=159,Davidson Hotels & Resorts  ,Alanta  ,GA,30346  ,7  ,2014-06-26,51,
157,page012.html,id=157,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=157,TRX Managment LLCdba Zona Hotel & Suites  ,Scottsdale  ,AZ,85255  ,7  ,2014-06-20,82,
156,page012.html,id=156,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=156,Acosta Sales & Marketing  ,Brea  ,CA,92821  ,5  ,2014-06-19,50,
154,page012.html,id=154,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=154,Maricopa Integrated Health System (CCC)  ,Phoenix  ,AZ,85008  ,5  ,2014-04-25,641,
153,page012.html,id=153,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=153,Lockheed Martin Corporation Information Systems  ,Boulder  ,CO,80301  ,7  ,2014-04-11,402,
155,page012.html,id=155,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=155,"US Airways, Inc.  ",Phoenix  ,AZ,85034  ,7  ,2014-04-07,13,
116,page012.html,id=116,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=116,General Dynamics Information Technology  ,Fairfax  ,VA,22031  ,5  ,2014-03-06,187,
115,page012.html,id=115,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=115,CenturyLink  ,New Century  ,KS,66031  ,5  ,2014-02-26,52,
117,page012.html,id=117,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=117,PaperWorks  ,Bala Cynwyd  ,PA,19004  ,5  ,2014-01-31,100,
